epoch,train_error,val_error
119,0.199165,0.198541
120,0.198843,0.198224
121,0.198521,0.197908
122,0.198200,0.197593
123,0.197880,0.197279
124,0.197561,0.196965
125,0.197242,0.196653
126,0.196925,0.196341
127,0.196608,0.196031
128,0.196293,0.195721
129,0.195978,0.195412
130,0.195664,0.195103
131,0.195351,0.194796
132,0.195038,0.194490
133,0.194727,0.194184
134,0.194417,0.193879
135,0.194107,0.193575
136,0.193798,0.193272
137,0.193490,0.192969
138,0.193183,0.192668
139,0.192877,0.192367
140,0.192571,0.192067
141,0.192267,0.191768
142,0.191963,0.191470
143,0.191660,0.191173
144,0.191358,0.190876
145,0.191057,0.190580
146,0.190757,0.190285
147,0.190457,0.189991
148,0.190158,0.189698
149,0.189860,0.189405
150,0.189563,0.189113
151,0.189267,0.188823
152,0.188972,0.188532
153,0.188677,0.188243
154,0.188383,0.187954
155,0.188091,0.187667
156,0.187798,0.187380
157,0.187507,0.187094
158,0.187217,0.186808
159,0.186927,0.186524
160,0.186638,0.186240
161,0.186350,0.185957
162,0.186063,0.185674
163,0.185776,0.185393
164,0.185490,0.185112
165,0.185205,0.184832
166,0.184921,0.184553
167,0.184638,0.184275
168,0.184355,0.183997
169,0.184074,0.183720
170,0.183793,0.183444
171,0.183512,0.183169
172,0.183233,0.182894
173,0.182954,0.182620
174,0.182677,0.182347
175,0.182399,0.182075
176,0.182123,0.181803
177,0.181848,0.181533
178,0.181573,0.181263
179,0.181299,0.180993
180,0.181026,0.180725
181,0.180753,0.180457
182,0.180481,0.180190
183,0.180210,0.179923
184,0.179940,0.179658
185,0.179671,0.179393
186,0.179402,0.179129
187,0.179134,0.178865
188,0.178867,0.178602
189,0.178600,0.178340
190,0.178334,0.178079
191,0.178069,0.177818
192,0.177805,0.177559
193,0.177542,0.177299
194,0.177279,0.177041
195,0.177017,0.176783
196,0.176755,0.176526
197,0.176495,0.176270
198,0.176235,0.176014
199,0.175976,0.175760
200,0.175717,0.175505
201,0.175459,0.175252
202,0.175202,0.174999
203,0.174946,0.174747
204,0.174691,0.174496
205,0.174436,0.174245
206,0.174181,0.173995
207,0.173928,0.173746
208,0.173675,0.173497
209,0.173423,0.173249
210,0.173172,0.173002
211,0.172921,0.172755
212,0.172671,0.172509
213,0.172422,0.172264
214,0.172173,0.172019
215,0.171925,0.171775
216,0.171678,0.171532
217,0.171431,0.171289
218,0.171186,0.171047
219,0.170940,0.170806
220,0.170696,0.170566
221,0.170452,0.170326
222,0.170209,0.170086
223,0.169966,0.169848
224,0.169725,0.169610
225,0.169484,0.169372
226,0.169243,0.169136
227,0.169003,0.168900
228,0.168764,0.168664
229,0.168526,0.168430
230,0.168288,0.168196
231,0.168051,0.167962
232,0.167814,0.167729
233,0.167578,0.167497
234,0.167343,0.167265
235,0.167108,0.167035
236,0.166874,0.166804
237,0.166641,0.166575
238,0.166409,0.166346
239,0.166177,0.166117
240,0.165945,0.165889
241,0.165714,0.165662
242,0.165484,0.165436
243,0.165255,0.165210
244,0.165026,0.164984
245,0.164798,0.164760
246,0.164570,0.164535
247,0.164343,0.164312
248,0.164117,0.164089
249,0.163891,0.163867
250,0.163666,0.163645
251,0.163442,0.163424
252,0.163218,0.163203
253,0.162995,0.162984
254,0.162772,0.162764
255,0.162550,0.162546
256,0.162329,0.162327
257,0.162108,0.162110
258,0.161888,0.161893
259,0.161668,0.161677
260,0.161449,0.161461
261,0.161231,0.161246
262,0.161013,0.161031
263,0.160796,0.160817
264,0.160579,0.160604
265,0.160363,0.160391
266,0.160147,0.160178
267,0.159933,0.159967
268,0.159718,0.159756
269,0.159505,0.159545
270,0.159292,0.159335
271,0.159079,0.159125
272,0.158867,0.158917
273,0.158656,0.158708
274,0.158445,0.158500
275,0.158235,0.158293
276,0.158025,0.158087
277,0.157816,0.157880
278,0.157607,0.157675
279,0.157399,0.157470
280,0.157192,0.157265
281,0.156985,0.157061
282,0.156779,0.156858
283,0.156573,0.156655
284,0.156368,0.156453
285,0.156163,0.156251
286,0.155959,0.156050
287,0.155756,0.155849
288,0.155553,0.155649
289,0.155350,0.155450
290,0.155148,0.155251
291,0.154947,0.155052
292,0.154746,0.154854
293,0.154546,0.154656
294,0.154346,0.154459
295,0.154147,0.154263
296,0.153948,0.154067
297,0.153750,0.153872
298,0.153553,0.153677
299,0.153356,0.153482
300,0.153159,0.153289
301,0.152963,0.153095
302,0.152768,0.152902
303,0.152573,0.152710
304,0.152378,0.152518
305,0.152184,0.152327
306,0.151991,0.152136
307,0.151798,0.151946
308,0.151606,0.151756
309,0.151414,0.151567
310,0.151223,0.151378
311,0.151032,0.151190
312,0.150841,0.151002
313,0.150652,0.150815
314,0.150462,0.150628
315,0.150274,0.150441
316,0.150085,0.150255
317,0.149897,0.150070
318,0.149710,0.149885
319,0.149523,0.149701
320,0.149337,0.149517
321,0.149151,0.149334
322,0.148966,0.149151
323,0.148781,0.148968
324,0.148597,0.148786
325,0.148413,0.148605
326,0.148229,0.148424
327,0.148046,0.148243
328,0.147864,0.148063
329,0.147682,0.147883
330,0.147501,0.147704
331,0.147320,0.147525
332,0.147139,0.147347
333,0.146959,0.147169
334,0.146779,0.146992
335,0.146600,0.146815
336,0.146422,0.146639
337,0.146244,0.146463
338,0.146066,0.146287
339,0.145889,0.146112
340,0.145712,0.145938
341,0.145536,0.145764
342,0.145360,0.145590
343,0.145184,0.145417
344,0.145009,0.145244
345,0.144835,0.145071
346,0.144661,0.144900
347,0.144487,0.144728
348,0.144314,0.144557
349,0.144142,0.144386
350,0.143969,0.144216
351,0.143798,0.144047
352,0.143626,0.143877
353,0.143455,0.143708
354,0.143285,0.143540
355,0.143115,0.143372
356,0.142945,0.143205
357,0.142776,0.143037
358,0.142608,0.142871
359,0.142439,0.142704
360,0.142272,0.142539
361,0.142104,0.142373
362,0.141937,0.142208
363,0.141771,0.142044
364,0.141605,0.141879
365,0.141439,0.141716
366,0.141274,0.141552
367,0.141109,0.141389
368,0.140945,0.141227
369,0.140781,0.141065
370,0.140617,0.140903
371,0.140454,0.140742
372,0.140291,0.140581
373,0.140129,0.140421
374,0.139967,0.140260
375,0.139806,0.140101
376,0.139645,0.139942
377,0.139484,0.139783
378,0.139324,0.139624
379,0.139164,0.139466
380,0.139004,0.139309
381,0.138845,0.139151
382,0.138687,0.138994
383,0.138529,0.138838
384,0.138371,0.138682
385,0.138213,0.138526
386,0.138056,0.138371
387,0.137900,0.138216
388,0.137744,0.138061
389,0.137588,0.137907
390,0.137432,0.137754
391,0.137277,0.137600
392,0.137123,0.137447
393,0.136968,0.137295
394,0.136815,0.137142
395,0.136661,0.136990
396,0.136508,0.136839
397,0.136355,0.136688
398,0.136203,0.136537
399,0.136051,0.136387
400,0.135900,0.136237
401,0.135748,0.136087
402,0.135598,0.135938
403,0.135447,0.135789
404,0.135297,0.135641
405,0.135147,0.135492
406,0.134998,0.135345
407,0.134849,0.135197
408,0.134701,0.135050
409,0.134552,0.134904
410,0.134405,0.134757
411,0.134257,0.134611
412,0.134110,0.134466
413,0.133963,0.134320
414,0.133817,0.134176
415,0.133671,0.134031
416,0.133525,0.133887
417,0.133380,0.133743
418,0.133235,0.133599
419,0.133091,0.133456
420,0.132946,0.133314
421,0.132803,0.133171
422,0.132659,0.133029
423,0.132516,0.132887
424,0.132373,0.132746
425,0.132231,0.132605
426,0.132089,0.132464
427,0.131947,0.132324
428,0.131806,0.132184
429,0.131665,0.132044
430,0.131524,0.131905
431,0.131384,0.131766
432,0.131244,0.131627
433,0.131104,0.131489
434,0.130965,0.131351
435,0.130826,0.131213
436,0.130687,0.131076
437,0.130549,0.130939
438,0.130411,0.130802
439,0.130273,0.130665
440,0.130136,0.130529
441,0.129999,0.130394
442,0.129862,0.130258
443,0.129726,0.130123
444,0.129590,0.129989
445,0.129454,0.129854
446,0.129319,0.129720
447,0.129184,0.129586
448,0.129049,0.129453
449,0.128915,0.129320
450,0.128781,0.129187
451,0.128647,0.129054
452,0.128514,0.128922
453,0.128381,0.128790
454,0.128248,0.128659
455,0.128116,0.128527
456,0.127984,0.128397
457,0.127852,0.128266
458,0.127721,0.128136
459,0.127589,0.128006
460,0.127459,0.127876
461,0.127328,0.127746
462,0.127198,0.127617
463,0.127068,0.127489
464,0.126938,0.127360
465,0.126809,0.127232
466,0.126680,0.127104
467,0.126552,0.126976
468,0.126423,0.126849
469,0.126295,0.126722
470,0.126168,0.126595
471,0.126040,0.126469
472,0.125913,0.126343
473,0.125786,0.126217
474,0.125660,0.126092
475,0.125533,0.125966
476,0.125407,0.125842
477,0.125282,0.125717
478,0.125156,0.125593
479,0.125031,0.125468
480,0.124907,0.125345
481,0.124782,0.125221
482,0.124658,0.125098
483,0.124534,0.124975
484,0.124411,0.124853
485,0.124287,0.124730
486,0.124164,0.124608
487,0.124042,0.124486
488,0.123919,0.124365
489,0.123797,0.124244
490,0.123675,0.124123
491,0.123554,0.124002
492,0.123432,0.123882
493,0.123311,0.123762
494,0.123191,0.123642
495,0.123070,0.123522
496,0.122950,0.123403
497,0.122830,0.123284
498,0.122711,0.123165
499,0.122591,0.123047
500,0.122472,0.122929
501,0.122353,0.122811
502,0.122235,0.122693
503,0.122117,0.122576
504,0.121999,0.122458
505,0.121881,0.122342
506,0.121764,0.122225
507,0.121647,0.122109
508,0.121530,0.121993
509,0.121413,0.121877
510,0.121297,0.121761
511,0.121181,0.121646
512,0.121065,0.121531
513,0.120949,0.121416
514,0.120834,0.121302
515,0.120719,0.121188
516,0.120604,0.121074
517,0.120490,0.120960
518,0.120376,0.120847
519,0.120262,0.120733
520,0.120148,0.120620
521,0.120035,0.120508
522,0.119921,0.120395
523,0.119808,0.120283
524,0.119696,0.120171
525,0.119583,0.120059
526,0.119471,0.119948
527,0.119359,0.119837
528,0.119248,0.119726
529,0.119136,0.119615
530,0.119025,0.119505
531,0.118914,0.119395
532,0.118804,0.119285
533,0.118693,0.119175
534,0.118583,0.119065
535,0.118473,0.118956
536,0.118364,0.118847
537,0.118254,0.118738
538,0.118145,0.118630
539,0.118036,0.118522
540,0.117927,0.118414
541,0.117819,0.118306
542,0.117711,0.118198
543,0.117603,0.118091
544,0.117495,0.117984
545,0.117388,0.117877
546,0.117280,0.117771
547,0.117174,0.117664
548,0.117067,0.117558
549,0.116960,0.117452
550,0.116854,0.117347
551,0.116748,0.117241
552,0.116642,0.117136
553,0.116537,0.117031
554,0.116431,0.116926
555,0.116326,0.116822
556,0.116221,0.116717
557,0.116117,0.116613
558,0.116012,0.116509
559,0.115908,0.116406
560,0.115804,0.116302
561,0.115700,0.116199
562,0.115597,0.116096
563,0.115494,0.115994
564,0.115391,0.115891
565,0.115288,0.115789
566,0.115185,0.115687
567,0.115083,0.115585
568,0.114981,0.115483
569,0.114879,0.115382
570,0.114777,0.115281
571,0.114676,0.115180
572,0.114575,0.115079
573,0.114474,0.114979
574,0.114373,0.114878
575,0.114272,0.114778
576,0.114172,0.114678
577,0.114072,0.114579
578,0.113972,0.114479
579,0.113872,0.114380
580,0.113773,0.114281
581,0.113673,0.114182
582,0.113574,0.114084
583,0.113475,0.113985
584,0.113377,0.113887
585,0.113278,0.113789
586,0.113180,0.113691
587,0.113082,0.113594
588,0.112984,0.113496
589,0.112887,0.113399
590,0.112789,0.113302
591,0.112692,0.113206
592,0.112595,0.113109
593,0.112499,0.113013
594,0.112402,0.112917
595,0.112306,0.112821
596,0.112210,0.112725
597,0.112114,0.112630
598,0.112018,0.112534
599,0.111922,0.112439
600,0.111827,0.112344
601,0.111732,0.112249
602,0.111637,0.112155
603,0.111542,0.112061
604,0.111448,0.111967
605,0.111354,0.111873
606,0.111260,0.111779
607,0.111166,0.111685
608,0.111072,0.111592
609,0.110979,0.111499
610,0.110885,0.111406
611,0.110792,0.111313
612,0.110699,0.111221
613,0.110607,0.111128
614,0.110514,0.111036
615,0.110422,0.110944
616,0.110330,0.110852
617,0.110238,0.110761
618,0.110146,0.110669
619,0.110054,0.110578
620,0.109963,0.110487
621,0.109872,0.110396
622,0.109781,0.110306
623,0.109690,0.110215
624,0.109599,0.110125
625,0.109509,0.110035
626,0.109419,0.109945
627,0.109329,0.109855
628,0.109239,0.109766
629,0.109149,0.109676
630,0.109060,0.109587
631,0.108971,0.109498
632,0.108882,0.109409
633,0.108793,0.109321
634,0.108704,0.109232
635,0.108615,0.109144
636,0.108527,0.109056
637,0.108439,0.108968
638,0.108351,0.108880
639,0.108263,0.108792
640,0.108175,0.108705
641,0.108088,0.108618
642,0.108001,0.108531
643,0.107914,0.108444
644,0.107827,0.108357
645,0.107740,0.108271
646,0.107653,0.108185
647,0.107567,0.108098
648,0.107481,0.108012
649,0.107395,0.107927
650,0.107309,0.107841
651,0.107223,0.107756
652,0.107138,0.107670
653,0.107052,0.107585
654,0.106967,0.107500
655,0.106882,0.107415
656,0.106797,0.107331
657,0.106713,0.107246
658,0.106628,0.107162
659,0.106544,0.107078
660,0.106460,0.106994
661,0.106376,0.106910
662,0.106292,0.106827
663,0.106209,0.106743
664,0.106125,0.106660
665,0.106042,0.106577
666,0.105959,0.106494
667,0.105876,0.106411
668,0.105793,0.106329
669,0.105710,0.106246
670,0.105628,0.106164
671,0.105546,0.106082
672,0.105464,0.106000
673,0.105382,0.105918
674,0.105300,0.105836
675,0.105218,0.105755
676,0.105137,0.105674
677,0.105055,0.105592
678,0.104974,0.105511
679,0.104893,0.105431
680,0.104813,0.105350
681,0.104732,0.105269
682,0.104651,0.105189
683,0.104571,0.105109
684,0.104491,0.105029
685,0.104411,0.104949
686,0.104331,0.104869
687,0.104251,0.104790
688,0.104172,0.104710
689,0.104093,0.104631
690,0.104013,0.104552
691,0.103934,0.104473
692,0.103855,0.104394
693,0.103777,0.104316
694,0.103698,0.104237
695,0.103620,0.104159
696,0.103541,0.104081
697,0.103463,0.104002
698,0.103385,0.103925
699,0.103307,0.103847
700,0.103230,0.103769
701,0.103152,0.103692
702,0.103075,0.103615
703,0.102998,0.103537
704,0.102920,0.103460
705,0.102844,0.103384
706,0.102767,0.103307
707,0.102690,0.103230
708,0.102614,0.103154
709,0.102537,0.103078
710,0.102461,0.103002
711,0.102385,0.102926
712,0.102309,0.102850
713,0.102234,0.102774
714,0.102158,0.102699
715,0.102083,0.102623
716,0.102007,0.102548
717,0.101932,0.102473
718,0.101857,0.102398
719,0.101782,0.102323
720,0.101708,0.102248
721,0.101633,0.102174
722,0.101559,0.102099
723,0.101484,0.102025
724,0.101410,0.101951
725,0.101336,0.101877
726,0.101262,0.101803
727,0.101189,0.101730
728,0.101115,0.101656
729,0.101042,0.101583
730,0.100968,0.101509
731,0.100895,0.101436
732,0.100822,0.101363
733,0.100749,0.101290
734,0.100677,0.101218
735,0.100604,0.101145
736,0.100532,0.101073
737,0.100459,0.101000
738,0.100387,0.100928
739,0.100315,0.100856
740,0.100243,0.100784
741,0.100171,0.100712
742,0.100100,0.100641
743,0.100028,0.100569
744,0.099957,0.100498
745,0.099886,0.100427
746,0.099814,0.100355
747,0.099744,0.100284
748,0.099673,0.100214
749,0.099602,0.100143
750,0.099531,0.100072
751,0.099461,0.100002
752,0.099391,0.099932
753,0.099321,0.099861
754,0.099251,0.099791
755,0.099181,0.099721
756,0.099111,0.099652
757,0.099041,0.099582
758,0.098972,0.099512
759,0.098902,0.099443
760,0.098833,0.099374
761,0.098764,0.099304
762,0.098695,0.099235
763,0.098626,0.099166
764,0.098557,0.099098
765,0.098489,0.099029
766,0.098420,0.098960
767,0.098352,0.098892
768,0.098284,0.098824
769,0.098216,0.098756
770,0.098148,0.098688
771,0.098080,0.098620
772,0.098012,0.098552
773,0.097944,0.098484
774,0.097877,0.098417
775,0.097810,0.098349
776,0.097742,0.098282
777,0.097675,0.098215
778,0.097608,0.098148
779,0.097541,0.098081
780,0.097475,0.098014
781,0.097408,0.097947
782,0.097342,0.097881
783,0.097275,0.097814
784,0.097209,0.097748
785,0.097143,0.097682
786,0.097077,0.097616
787,0.097011,0.097550
788,0.096945,0.097484
789,0.096880,0.097418
790,0.096814,0.097352
791,0.096749,0.097287
792,0.096683,0.097221
793,0.096618,0.097156
794,0.096553,0.097091
795,0.096488,0.097026
796,0.096423,0.096961
797,0.096359,0.096896
798,0.096294,0.096832
799,0.096230,0.096767
800,0.096165,0.096702
801,0.096101,0.096638
802,0.096037,0.096574
803,0.095973,0.096510
804,0.095909,0.096446
805,0.095845,0.096382
806,0.095782,0.096318
807,0.095718,0.096254
808,0.095655,0.096191
809,0.095591,0.096127
810,0.095528,0.096064
811,0.095465,0.096001
812,0.095402,0.095938
813,0.095339,0.095875
814,0.095276,0.095812
815,0.095214,0.095749
816,0.095151,0.095686
817,0.095089,0.095624
818,0.095026,0.095561
819,0.094964,0.095499
820,0.094902,0.095437
821,0.094840,0.095375
822,0.094778,0.095313
823,0.094717,0.095251
824,0.094655,0.095189
825,0.094593,0.095127
826,0.094532,0.095066
827,0.094471,0.095004
828,0.094409,0.094943
829,0.094348,0.094882
830,0.094287,0.094820
831,0.094226,0.094759
832,0.094166,0.094698
833,0.094105,0.094638
834,0.094044,0.094577
835,0.093984,0.094516
836,0.093924,0.094456
837,0.093863,0.094395
838,0.093803,0.094335
839,0.093743,0.094275
840,0.093683,0.094215
841,0.093623,0.094155
842,0.093564,0.094095
843,0.093504,0.094035
844,0.093445,0.093975
845,0.093385,0.093916
846,0.093326,0.093856
847,0.093267,0.093797
848,0.093208,0.093738
849,0.093149,0.093678
850,0.093090,0.093619
851,0.093031,0.093560
852,0.092972,0.093501
853,0.092914,0.093443
854,0.092855,0.093384
855,0.092797,0.093325
856,0.092738,0.093267
857,0.092680,0.093208
858,0.092622,0.093150
859,0.092564,0.093092
860,0.092506,0.093034
861,0.092448,0.092976
862,0.092391,0.092918
863,0.092333,0.092860
864,0.092276,0.092802
865,0.092218,0.092745
866,0.092161,0.092687
867,0.092104,0.092630
868,0.092047,0.092573
869,0.091990,0.092515
870,0.091933,0.092458
871,0.091876,0.092401
872,0.091819,0.092344
873,0.091763,0.092288
874,0.091706,0.092231
875,0.091650,0.092174
876,0.091593,0.092118
877,0.091537,0.092061
878,0.091481,0.092005
879,0.091425,0.091949
880,0.091369,0.091892
881,0.091313,0.091836
882,0.091257,0.091780
883,0.091202,0.091724
884,0.091146,0.091669
885,0.091091,0.091613
886,0.091035,0.091557
887,0.090980,0.091502
888,0.090925,0.091446
889,0.090870,0.091391
890,0.090815,0.091336
891,0.090760,0.091281
892,0.090705,0.091226
893,0.090650,0.091171
894,0.090596,0.091116
895,0.090541,0.091061
896,0.090487,0.091006
897,0.090432,0.090952
898,0.090378,0.090897
899,0.090324,0.090843
900,0.090270,0.090788
901,0.090216,0.090734
902,0.090162,0.090680
903,0.090108,0.090626
904,0.090054,0.090572
905,0.090001,0.090518
906,0.089947,0.090464
907,0.089894,0.090410
908,0.089840,0.090357
909,0.089787,0.090303
910,0.089734,0.090250
911,0.089681,0.090196
912,0.089627,0.090143
913,0.089575,0.090090
914,0.089522,0.090037
915,0.089469,0.089984
916,0.089416,0.089931
917,0.089364,0.089878
918,0.089311,0.089825
919,0.089259,0.089773
920,0.089206,0.089720
921,0.089154,0.089667
922,0.089102,0.089615
923,0.089050,0.089563
924,0.088998,0.089510
925,0.088946,0.089458
926,0.088894,0.089406
927,0.088842,0.089354
928,0.088791,0.089302
929,0.088739,0.089250
930,0.088688,0.089199
931,0.088636,0.089147
932,0.088585,0.089095
933,0.088534,0.089044
934,0.088483,0.088992
935,0.088432,0.088941
936,0.088381,0.088890
937,0.088330,0.088839
938,0.088279,0.088787
939,0.088228,0.088736
940,0.088177,0.088685
941,0.088127,0.088635
942,0.088076,0.088584
943,0.088026,0.088533
944,0.087976,0.088483
945,0.087925,0.088432
946,0.087875,0.088382
947,0.087825,0.088331
948,0.087775,0.088281
949,0.087725,0.088231
950,0.087675,0.088180
951,0.087626,0.088130
952,0.087576,0.088080
953,0.087526,0.088031
954,0.087477,0.087981
955,0.087427,0.087931
956,0.087378,0.087881
957,0.087329,0.087832
958,0.087279,0.087782
959,0.087230,0.087733
960,0.087181,0.087683
961,0.087132,0.087634
962,0.087083,0.087585
963,0.087035,0.087536
964,0.086986,0.087487
965,0.086937,0.087438
966,0.086889,0.087389
967,0.086840,0.087340
968,0.086792,0.087291
969,0.086743,0.087243
970,0.086695,0.087194
971,0.086647,0.087146
972,0.086599,0.087097
973,0.086551,0.087049
974,0.086503,0.087000
975,0.086455,0.086952
976,0.086407,0.086904
977,0.086359,0.086856
978,0.086311,0.086808
979,0.086264,0.086760
980,0.086216,0.086712
981,0.086169,0.086664
982,0.086121,0.086617
983,0.086074,0.086569
984,0.086027,0.086522
985,0.085980,0.086474
986,0.085933,0.086427
987,0.085886,0.086379
988,0.085839,0.086332
989,0.085792,0.086285
990,0.085745,0.086238
991,0.085698,0.086191
992,0.085652,0.086144
993,0.085605,0.086097
994,0.085559,0.086050
995,0.085512,0.086003
996,0.085466,0.085957
997,0.085420,0.085910
998,0.085373,0.085864
999,0.085327,0.085817
1000,0.085281,0.085771
1001,0.085235,0.085724
1002,0.085189,0.085678
1003,0.085143,0.085632
1004,0.085098,0.085586
1005,0.085052,0.085540
1006,0.085006,0.085494
1007,0.084961,0.085448
1008,0.084915,0.085402
1009,0.084870,0.085356
1010,0.084824,0.085310
1011,0.084779,0.085265
1012,0.084734,0.085219
1013,0.084689,0.085174
1014,0.084644,0.085128
1015,0.084599,0.085083
1016,0.084554,0.085038
1017,0.084509,0.084992
1018,0.084464,0.084947
1019,0.084419,0.084902
1020,0.084374,0.084857
1021,0.084330,0.084812
1022,0.084285,0.084767
1023,0.084241,0.084723
1024,0.084196,0.084678
1025,0.084152,0.084633
1026,0.084108,0.084588
1027,0.084064,0.084544
1028,0.084019,0.084499
1029,0.083975,0.084455
1030,0.083931,0.084411
1031,0.083887,0.084366
1032,0.083844,0.084322
1033,0.083800,0.084278
1034,0.083756,0.084234
1035,0.083712,0.084190
1036,0.083669,0.084146
1037,0.083625,0.084102
1038,0.083582,0.084058
1039,0.083538,0.084014
1040,0.083495,0.083971
1041,0.083452,0.083927
1042,0.083408,0.083884
1043,0.083365,0.083840
1044,0.083322,0.083797
1045,0.083279,0.083753
1046,0.083236,0.083710
1047,0.083193,0.083667
1048,0.083151,0.083623
1049,0.083108,0.083580
1050,0.083065,0.083537
1051,0.083022,0.083494
1052,0.082980,0.083451
1053,0.082937,0.083408
1054,0.082895,0.083366
1055,0.082852,0.083323
1056,0.082810,0.083280
1057,0.082768,0.083238
1058,0.082726,0.083195
1059,0.082684,0.083152
1060,0.082641,0.083110
1061,0.082599,0.083068
1062,0.082558,0.083025
1063,0.082516,0.082983
1064,0.082474,0.082941
1065,0.082432,0.082899
1066,0.082390,0.082857
1067,0.082349,0.082815
1068,0.082307,0.082773
1069,0.082266,0.082731
1070,0.082224,0.082689
1071,0.082183,0.082647
1072,0.082141,0.082606
1073,0.082100,0.082564
1074,0.082059,0.082522
1075,0.082018,0.082481
1076,0.081977,0.082439
1077,0.081936,0.082398
1078,0.081895,0.082357
1079,0.081854,0.082315
1080,0.081813,0.082274
1081,0.081772,0.082233
1082,0.081731,0.082192
1083,0.081691,0.082151
1084,0.081650,0.082110
1085,0.081609,0.082069
1086,0.081569,0.082028
1087,0.081529,0.081987
1088,0.081488,0.081946
1089,0.081448,0.081906
1090,0.081408,0.081865
1091,0.081367,0.081824
1092,0.081327,0.081784
1093,0.081287,0.081743
1094,0.081247,0.081703
1095,0.081207,0.081663
1096,0.081167,0.081622
1097,0.081127,0.081582
1098,0.081088,0.081542
1099,0.081048,0.081502
1100,0.081008,0.081462
1101,0.080968,0.081422
1102,0.080929,0.081382
1103,0.080889,0.081342
1104,0.080850,0.081302
1105,0.080810,0.081262
1106,0.080771,0.081222
1107,0.080732,0.081183
1108,0.080693,0.081143
1109,0.080653,0.081103
1110,0.080614,0.081064
1111,0.080575,0.081025
1112,0.080536,0.080985
1113,0.080497,0.080946
1114,0.080458,0.080906
1115,0.080419,0.080867
1116,0.080381,0.080828
1117,0.080342,0.080789
1118,0.080303,0.080750
1119,0.080265,0.080711
1120,0.080226,0.080672
1121,0.080188,0.080633
1122,0.080149,0.080594
1123,0.080111,0.080555
1124,0.080072,0.080517
1125,0.080034,0.080478
1126,0.079996,0.080439
1127,0.079958,0.080401
1128,0.079919,0.080362
1129,0.079881,0.080324
1130,0.079843,0.080285
1131,0.079805,0.080247
1132,0.079767,0.080208
1133,0.079730,0.080170
1134,0.079692,0.080132
1135,0.079654,0.080094
1136,0.079616,0.080056
1137,0.079579,0.080018
1138,0.079541,0.079980
1139,0.079503,0.079942
1140,0.079466,0.079904
1141,0.079428,0.079866
1142,0.079391,0.079828
1143,0.079354,0.079790
1144,0.079316,0.079753
1145,0.079279,0.079715
1146,0.079242,0.079677
1147,0.079205,0.079640
1148,0.079168,0.079602
1149,0.079131,0.079565
1150,0.079094,0.079528
